facility_name,name_url,county,epa_class_simple,srn,violation_count,most_recent_vn
CLOVERLAND ELECTRIC COOPERATIVE - DETOUR,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B6106' target='_blank'>CLOVERLAND ELECTRIC COOPERATIVE - DETOUR</a>,Chippewa,Synthetic Minor ,B6106,1.0,2019-03-26
SAVOY ENERGY LP,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7310' target='_blank'>SAVOY ENERGY LP</a>,Newaygo,True Minor ,N7310,1.0,2018-08-02
FOWLER'S FARM-CITY SALES,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0528' target='_blank'>FOWLER'S FARM-CITY SALES</a>,Gratiot,True Minor ,P0528,1.0,2019-03-26
CARDINAL AGGREGATES,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0167' target='_blank'>CARDINAL AGGREGATES</a>,Washtenaw,True Minor ,P0167,1.0,2018-08-02
KRAKEN CRUSHED CONCRETE & RECYLING - NORTHVILLE,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0358' target='_blank'>KRAKEN CRUSHED CONCRETE & RECYLING - NORTHVILLE</a>,Washtenaw,True Minor ,P0358,1.0,2018-08-02
"HMI HARDWOODS OF MICHIGAN, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N0786' target='_blank'>HMI HARDWOODS OF MICHIGAN, INC.</a>",Lenawee,True Minor ,N0786,1.0,2018-08-01
JELD-WEN INTERIOR DOOR - GRAND RAPIDS,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B8603' target='_blank'>JELD-WEN INTERIOR DOOR - GRAND RAPIDS</a>,Kent,Synthetic Minor ,B8603,1.0,2019-03-29
"CHRISTENSEN FIBERGLASS, LLC","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N5883' target='_blank'>CHRISTENSEN FIBERGLASS, LLC</a>",Ottawa,True Minor ,N5883,1.0,2018-07-26
GERBER COLLISION AND GLASS,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=M3663' target='_blank'>GERBER COLLISION AND GLASS</a>,Macomb,True Minor ,M3663,1.0,2019-04-11
"HOLLAND BPW, 48TH STREET PEAKING STATION","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N2586' target='_blank'>HOLLAND BPW, 48TH STREET PEAKING STATION</a>",Allegan,Major ,N2586,1.0,2018-07-25
WELCH FOODS INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N1461' target='_blank'>WELCH FOODS INC</a>,Van Buren,Synthetic Minor ,N1461,1.0,2018-07-23
HEAT TREATING SERVICES CORP - PLANT 3,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N6726' target='_blank'>HEAT TREATING SERVICES CORP - PLANT 3</a>,Oakland,True Minor ,N6726,1.0,2018-07-18
KENDRICK PLASTICS,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N1786' target='_blank'>KENDRICK PLASTICS</a>,Kent,Synthetic Minor ,N1786,1.0,2019-04-12
PORT CITY ARCHITECTURAL SIGNAGE,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0542' target='_blank'>PORT CITY ARCHITECTURAL SIGNAGE</a>,Muskegon,True Minor ,P0542,1.0,2019-06-05
"MAYZIE, INC. DBA PET PASSAGES","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1112' target='_blank'>MAYZIE, INC. DBA PET PASSAGES</a>",Oakland,True Minor ,P1112,1.0,2021-08-10
PIONEER METAL FINISHING INDUSTRIAL HWY,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N5747' target='_blank'>PIONEER METAL FINISHING INDUSTRIAL HWY</a>,Macomb,Synthetic Minor ,N5747,1.0,2020-03-17
"VERRETTE MATERIALS, INC","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0950' target='_blank'>VERRETTE MATERIALS, INC</a>",Menominee,True Minor ,P0950,1.0,2022-09-14
NORTHLAND CASTINGS CORP,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N6310' target='_blank'>NORTHLAND CASTINGS CORP</a>,Oceana,True Minor ,N6310,1.0,2022-08-12
KRAUSE VETERINARY CLINIC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1160' target='_blank'>KRAUSE VETERINARY CLINIC</a>,Macomb,Unknown,P1160,1.0,2022-08-16
BERNIER CAST METAL INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N5324' target='_blank'>BERNIER CAST METAL INC</a>,Saginaw,True Minor ,N5324,1.0,2022-08-16
EDW C LEVY CO PLANT 3,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B4364' target='_blank'>EDW C LEVY CO PLANT 3</a>,Wayne,Major ,B4364,1.0,2022-08-17
"STEALTHCRAFT BOATS, LLC","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1202' target='_blank'>STEALTHCRAFT BOATS, LLC</a>",Lake,True Minor ,P1202,1.0,2022-08-22
PLASTI PAINT INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N2422' target='_blank'>PLASTI PAINT INC</a>,Gratiot,Synthetic Minor ,N2422,1.0,2022-08-23
"BURNASH WRECKING, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1148' target='_blank'>BURNASH WRECKING, INC.</a>",Genesee,True Minor ,P1148,1.0,2022-08-23
B & L PLATING,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N0058' target='_blank'>B & L PLATING</a>,Macomb,True Minor ,N0058,1.0,2022-08-24
PITSCH SANITARY LANDFILL,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N5619' target='_blank'>PITSCH SANITARY LANDFILL</a>,Ionia,Major ,N5619,1.0,2022-08-26
NYLOK LLC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N5656' target='_blank'>NYLOK LLC</a>,Macomb,Major ,N5656,1.0,2022-08-29
S. M. SERVICES / FAITHFUL COMPANION MEMORIALS.,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N5753' target='_blank'>S. M. SERVICES / FAITHFUL COMPANION MEMORIALS.</a>,Oakland,True Minor ,N5753,1.0,2022-08-31
"IAC MENDON, LLC","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=A6352' target='_blank'>IAC MENDON, LLC</a>",Saint Joseph,Synthetic Minor ,A6352,1.0,2022-09-01
BESSEMER PLYWOOD CORP,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N1393' target='_blank'>BESSEMER PLYWOOD CORP</a>,Gogebic,True Minor ,N1393,1.0,2022-09-06
"ELMER'S CRANE & DOZER, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1068' target='_blank'>ELMER'S CRANE & DOZER, INC.</a>",Grand Traverse,True Minor ,P1068,1.0,2022-09-13
GENERAL MOTORS LLC - MILFORD PROVING GROUND,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=A5262' target='_blank'>GENERAL MOTORS LLC - MILFORD PROVING GROUND</a>,Oakland,Major ,A5262,1.0,2022-09-19
INDUSTRIAL STRIPPING SERVICE,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N6442' target='_blank'>INDUSTRIAL STRIPPING SERVICE</a>,Kent,True Minor ,N6442,1.0,2022-05-04
"FOAMPARTNER AMERICAS, INC.(FORMERLY OTTO BOCK)","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0583' target='_blank'>FOAMPARTNER AMERICAS, INC.(FORMERLY OTTO BOCK)</a>",Oakland,Synthetic Minor ,P0583,1.0,2022-09-28
"CUSTOM CRUSHING & RECYCLE, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N6861' target='_blank'>CUSTOM CRUSHING & RECYCLE, INC.</a>",Kent,True Minor ,N6861,1.0,2022-10-04
PAR STERILE PRODUCTS LLC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B2329' target='_blank'>PAR STERILE PRODUCTS LLC</a>,Oakland,Synthetic Minor ,B2329,1.0,2022-10-06
GALLAGHER-KAISER CORP,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=M4573' target='_blank'>GALLAGHER-KAISER CORP</a>,Wayne,Unknown,M4573,1.0,2022-10-19
GRAYMONT WESTERN LIME INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7362' target='_blank'>GRAYMONT WESTERN LIME INC</a>,Schoolcraft,Major ,N7362,1.0,2022-10-24
GAVILON GRAIN LLC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B7117' target='_blank'>GAVILON GRAIN LLC</a>,Saginaw,True Minor ,B7117,1.0,2022-11-16
ALLIED MECHANICAL SERVICES,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=A2158' target='_blank'>ALLIED MECHANICAL SERVICES</a>,Kalamazoo,True Minor ,A2158,1.0,2022-12-02
WOODWORTH INC. HOMER,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0547' target='_blank'>WOODWORTH INC. HOMER</a>,Calhoun,Unknown,P0547,1.0,2022-12-08
TRINSEO LLC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1025' target='_blank'>TRINSEO LLC</a>,Midland,Megasite,P1025,1.0,2022-12-13
IMBRANDED,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N2528' target='_blank'>IMBRANDED</a>,Oakland,True Minor ,N2528,1.0,2022-12-14
CONSUMERS ENERGY - MUSKEGON RIVER COMPRESSOR STAT,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N2901' target='_blank'>CONSUMERS ENERGY - MUSKEGON RIVER COMPRESSOR STAT</a>,Clare,Major ,N2901,1.0,2022-12-15
"ACCESS BUSINESS GROUP, LLC","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=A2402' target='_blank'>ACCESS BUSINESS GROUP, LLC</a>",Kent,Synthetic Minor ,A2402,1.0,2022-12-21
"FAITHFUL COMPANION MEMORIALS, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1245' target='_blank'>FAITHFUL COMPANION MEMORIALS, INC.</a>",Oakland,Unknown,P1245,1.0,2023-01-06
ARVRON INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N5296' target='_blank'>ARVRON INC</a>,Kent,Synthetic Minor ,N5296,1.0,2023-01-13
"ELMER'S CRAN AND DOZER, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1196' target='_blank'>ELMER'S CRAN AND DOZER, INC.</a>",Grand Traverse,Unknown,P1196,1.0,2022-08-12
HUDSONVILLE CREAMERY,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N2499' target='_blank'>HUDSONVILLE CREAMERY</a>,Allegan,Unknown,N2499,1.0,2022-08-11
HOLLAND ALLOYS INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N6933' target='_blank'>HOLLAND ALLOYS INC</a>,Ottawa,True Minor ,N6933,1.0,2022-08-10
TRENDWAY CORPORATION,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B7098' target='_blank'>TRENDWAY CORPORATION</a>,Ottawa,Synthetic Minor ,B7098,1.0,2022-08-05
AISIN TECHNICAL CENTER OF AMERICA INC.,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N8232' target='_blank'>AISIN TECHNICAL CENTER OF AMERICA INC.</a>,Washtenaw,Synthetic Minor ,N8232,1.0,2022-05-04
"VICINITY ENERGY GRAND RAPIDS, LLC","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B2838' target='_blank'>VICINITY ENERGY GRAND RAPIDS, LLC</a>",Kent,Major ,B2838,1.0,2022-05-05
"CARGILL, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=M3654' target='_blank'>CARGILL, INC.</a>",Van Buren,True Minor ,M3654,1.0,2022-05-06
"COLDWATER VENEER, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B6620' target='_blank'>COLDWATER VENEER, INC.</a>",Branch,True Minor ,B6620,1.0,2022-05-06
EAB FABRICATION,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=A0556' target='_blank'>EAB FABRICATION</a>,Branch,Unknown,A0556,1.0,2022-05-06
SUPERIOR FABRICATION LLC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N5588' target='_blank'>SUPERIOR FABRICATION LLC</a>,Chippewa,True Minor ,N5588,1.0,2022-05-06
ANDREWS UNIVERSITY,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=C5728' target='_blank'>ANDREWS UNIVERSITY</a>,Berrien,True Minor ,C5728,1.0,2022-05-09
KELLOGG USA INC.,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=A0563' target='_blank'>KELLOGG USA INC.</a>,Calhoun,Synthetic Minor ,A0563,1.0,2022-05-09
TENNECO AUTOMOTIVE- MARSHALL,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N3111' target='_blank'>TENNECO AUTOMOTIVE- MARSHALL</a>,Calhoun,Synthetic Minor ,N3111,1.0,2022-05-09
MONTAGUE METAL PRODUCTS,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1272' target='_blank'>MONTAGUE METAL PRODUCTS</a>,Muskegon,Unknown,P1272,1.0,2022-05-10
FLAT ROCK METAL INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=M4768' target='_blank'>FLAT ROCK METAL INC</a>,Wayne,Synthetic Minor ,M4768,1.0,2022-05-11
"TPI PETROLEUM, INC. ROOSEVELT SITE","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N6624' target='_blank'>TPI PETROLEUM, INC. ROOSEVELT SITE</a>",Isabella,True Minor ,N6624,1.0,2022-05-12
GREAT LAKES WATER AUTHORITY - SOUTHWEST PLANT,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=K5497' target='_blank'>GREAT LAKES WATER AUTHORITY - SOUTHWEST PLANT</a>,Wayne,Synthetic Minor ,K5497,1.0,2022-05-13
TENIBAC-GRAPHION INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1195' target='_blank'>TENIBAC-GRAPHION INC</a>,Macomb,Unknown,P1195,1.0,2022-05-13
CONTOUR DEVELOPMENT LLC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1247' target='_blank'>CONTOUR DEVELOPMENT LLC</a>,Oakland,True Minor ,P1247,1.0,2022-05-16
TUSCOLA ENERGY INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0142' target='_blank'>TUSCOLA ENERGY INC</a>,Tuscola,True Minor ,P0142,1.0,2022-05-17
VIENNA JUNCTION LANDFILL,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N2689' target='_blank'>VIENNA JUNCTION LANDFILL</a>,Monroe,Major ,N2689,1.0,2022-06-03
GMI CLINTON,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N3631' target='_blank'>GMI CLINTON</a>,Washtenaw,True Minor ,N3631,1.0,2022-06-07
MCLAREN OAKLAND,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=M1968' target='_blank'>MCLAREN OAKLAND</a>,Oakland,Synthetic Minor ,M1968,1.0,2022-06-08
FERROUS PROCESSING & TRADING CO,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1270' target='_blank'>FERROUS PROCESSING & TRADING CO</a>,Wayne,True Minor ,P1270,1.0,2022-06-08
GRAND HAVEN POWDER COATING,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0212' target='_blank'>GRAND HAVEN POWDER COATING</a>,Ottawa,True Minor ,P0212,1.0,2022-06-21
TUSCOLA ENERGY INC. - MOWERY & BERNIA #1,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N8276' target='_blank'>TUSCOLA ENERGY INC. - MOWERY & BERNIA #1</a>,Tuscola,True Minor ,N8276,1.0,2022-06-28
"NEXEO SOLUTIONS, LLC (DBA UNIVAR SOLUTIONS USA)","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B5627' target='_blank'>NEXEO SOLUTIONS, LLC (DBA UNIVAR SOLUTIONS USA)</a>",Ingham,Synthetic Minor ,B5627,1.0,2022-07-14
"THE DOW CHEMICAL COMPANY U.S.A., MIDLAND","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=A4033' target='_blank'>THE DOW CHEMICAL COMPANY U.S.A., MIDLAND</a>",Midland,Megasite,A4033,1.0,2022-07-18
MASTER FINISH COMPANY,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N5898' target='_blank'>MASTER FINISH COMPANY</a>,Kent,True Minor ,N5898,1.0,2022-07-19
UNITED STATES GYPSUM CO,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B3518' target='_blank'>UNITED STATES GYPSUM CO</a>,Wayne,Major ,B3518,1.0,2022-07-27
STEELTECH LTD,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B5236' target='_blank'>STEELTECH LTD</a>,Kent,True Minor ,B5236,1.0,2022-07-28
NU-WOOL COMPANY INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7509' target='_blank'>NU-WOOL COMPANY INC</a>,Ottawa,True Minor ,N7509,1.0,2022-08-02
CELLULOSE MATERIAL SOLUTIONS,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7756' target='_blank'>CELLULOSE MATERIAL SOLUTIONS</a>,Ottawa,True Minor ,N7756,1.0,2022-08-02
ALTER TRADING CORPORATION,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N3753' target='_blank'>ALTER TRADING CORPORATION</a>,Dickinson,True Minor ,N3753,1.0,2023-01-19
ALEDA E LUTZ VA MEDICAL,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=K2899' target='_blank'>ALEDA E LUTZ VA MEDICAL</a>,Saginaw,True Minor ,K2899,1.0,2023-01-30
PLASTATECH ENGINEERING LTD,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N1749' target='_blank'>PLASTATECH ENGINEERING LTD</a>,Saginaw,Synthetic Minor ,N1749,1.0,2023-02-07
UNILOCK INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7621' target='_blank'>UNILOCK INC</a>,Livingston,True Minor ,N7621,1.0,2023-07-10
EASTERN MI UNIVERSITY,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=H5877' target='_blank'>EASTERN MI UNIVERSITY</a>,Washtenaw,Synthetic Minor ,H5877,1.0,2023-07-11
RAPID PACKAGING CORP,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0118' target='_blank'>RAPID PACKAGING CORP</a>,Kent,True Minor ,P0118,1.0,2023-07-12
COFFEE BEANERY LTD,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N2491' target='_blank'>COFFEE BEANERY LTD</a>,Genesee,True Minor ,N2491,1.0,2023-07-13
"DETROIT WILBERT CREMATION SERVICES EAST, LLC","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7548' target='_blank'>DETROIT WILBERT CREMATION SERVICES EAST, LLC</a>",Macomb,True Minor ,N7548,1.0,2023-07-17
"ADVANCE PLATING & FINISHING, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=A2575' target='_blank'>ADVANCE PLATING & FINISHING, INC.</a>",Kent,True Minor ,A2575,1.0,2023-07-18
CENTURY FOUNDRY INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7027' target='_blank'>CENTURY FOUNDRY INC</a>,Muskegon,True Minor ,N7027,1.0,2023-07-21
"CARMEUSE LIME INC,  RIVER ROUGE OPERATION","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B2169' target='_blank'>CARMEUSE LIME INC,  RIVER ROUGE OPERATION</a>",Wayne,Major ,B2169,1.0,2023-07-27
MERIDIAN BRICK,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=A6497' target='_blank'>MERIDIAN BRICK</a>,Shiawassee,Major ,A6497,1.0,2023-07-28
KALAMAZOO METAL RECYCLERS,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N1373' target='_blank'>KALAMAZOO METAL RECYCLERS</a>,Kalamazoo,True Minor ,N1373,1.0,2023-08-14
PAYNE & DOLAN INC  C25,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N6297' target='_blank'>PAYNE & DOLAN INC  C25</a>,Delta,Synthetic Minor ,N6297,1.0,2023-08-09
BULK GUYS LLC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1383' target='_blank'>BULK GUYS LLC</a>,Saint Clair,True Minor ,P1383,1.0,2023-06-26
PORTERCORP,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1373' target='_blank'>PORTERCORP</a>,Ottawa,True Minor ,P1373,1.0,2023-05-15
GEORGE P JOHNSON,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1345' target='_blank'>GEORGE P JOHNSON</a>,Oakland,True Minor ,P1345,1.0,2023-05-08
SANDMAN TRUCKING,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1316' target='_blank'>SANDMAN TRUCKING</a>,Barry,Unknown,P1316,1.0,2022-10-11
KENT QUALITY FOODS,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1310' target='_blank'>KENT QUALITY FOODS</a>,Ottawa,True Minor ,P1310,1.0,2022-09-16
BANDIT INDUSTRIES INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1291' target='_blank'>BANDIT INDUSTRIES INC</a>,Isabella,True Minor ,P1291,1.0,2022-07-12
CARMEUSE LIME AND STONE,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1275' target='_blank'>CARMEUSE LIME AND STONE</a>,Clinton,True Minor ,P1275,1.0,2022-08-04
"GREAT LAKES AGGREGATES, L.L.C. - SYLVANIA MINERALS","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N5241' target='_blank'>GREAT LAKES AGGREGATES, L.L.C. - SYLVANIA MINERALS</a>",Monroe,True Minor ,N5241,1.0,2023-08-30
"LOYAL PAWS, LLC","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0588' target='_blank'>LOYAL PAWS, LLC</a>",Oakland,True Minor ,P0588,1.0,2023-08-30
ANR PIPELINE COMPANY - HAMILTON COMPRESSOR STATION,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N5574' target='_blank'>ANR PIPELINE COMPANY - HAMILTON COMPRESSOR STATION</a>,Allegan,Major ,N5574,1.0,2023-08-31
ZIEBART OF MICHIGAN,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1226' target='_blank'>ZIEBART OF MICHIGAN</a>,Macomb,Unknown,P1226,1.0,2023-09-07
WILLBEE TRANSIX MIX,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B6077' target='_blank'>WILLBEE TRANSIX MIX</a>,Jackson,True Minor ,B6077,1.0,2023-09-08
LOUIS PADNOS IRON & METAL,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=A2457' target='_blank'>LOUIS PADNOS IRON & METAL</a>,Kent,True Minor ,A2457,1.0,2023-09-11
CROSS EXCAVATING & DEMOLITION,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0060' target='_blank'>CROSS EXCAVATING & DEMOLITION</a>,Cass,True Minor ,P0060,1.0,2023-09-11
THERMOTRON INDUSTRIES,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B5233' target='_blank'>THERMOTRON INDUSTRIES</a>,Allegan,Unknown,B5233,1.0,2023-09-18
MANNETRON,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N3914' target='_blank'>MANNETRON</a>,Calhoun,True Minor ,N3914,1.0,2023-09-19
"GM COMPONENTS HOLDINGS, LLC","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=A2620' target='_blank'>GM COMPONENTS HOLDINGS, LLC</a>",Kent,True Minor ,A2620,1.0,2023-09-19
"CECIL COMPOSITES, LLC","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B1772' target='_blank'>CECIL COMPOSITES, LLC</a>",Macomb,True Minor ,B1772,1.0,2023-09-20
PAYNE AND DOLAN INC.,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1204' target='_blank'>PAYNE AND DOLAN INC.</a>,Marquette,Synthetic Minor ,P1204,1.0,2023-09-20
"PRECISE FINISHING SYSTEMS, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0805' target='_blank'>PRECISE FINISHING SYSTEMS, INC.</a>",Livingston,True Minor ,P0805,1.0,2023-07-11
"ARKEMA, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=E4569' target='_blank'>ARKEMA, INC.</a>",Kent,Synthetic Minor ,E4569,1.0,2023-07-07
THE TORO COMPANY,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N2907' target='_blank'>THE TORO COMPANY</a>,Dickinson,True Minor ,N2907,1.0,2023-02-07
BURTON EXCAVATING,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N2837' target='_blank'>BURTON EXCAVATING</a>,Chippewa,True Minor ,N2837,1.0,2023-06-30
VALICOR ENVIRONMENTAL SERVICES,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B9080' target='_blank'>VALICOR ENVIRONMENTAL SERVICES</a>,Wayne,True Minor ,B9080,1.0,2023-02-21
DELTA SOLID WASTE MANAGEMENT AUTHORITY,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N6035' target='_blank'>DELTA SOLID WASTE MANAGEMENT AUTHORITY</a>,Delta,Major ,N6035,1.0,2023-02-23
MONTMORENCY-OSCODA-ALPENA WASTE MANAGEMENT AUTHORI,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N8248' target='_blank'>MONTMORENCY-OSCODA-ALPENA WASTE MANAGEMENT AUTHORI</a>,Montmorency,Major ,N8248,1.0,2023-03-06
"JVIS MFG., LLC","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N3747' target='_blank'>JVIS MFG., LLC</a>",Berrien,Synthetic Minor ,N3747,1.0,2023-03-07
FOREST LAWN LANDFILL,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N2407' target='_blank'>FOREST LAWN LANDFILL</a>,Berrien,Major ,N2407,1.0,2023-03-27
HARBOR FOAM,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7754' target='_blank'>HARBOR FOAM</a>,Kent,Major ,N7754,1.0,2023-03-31
TRIBAR TECHNOLOGIES INC (PLANT 4),<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7809' target='_blank'>TRIBAR TECHNOLOGIES INC (PLANT 4)</a>,Oakland,True Minor ,N7809,1.0,2023-04-06
